source_code,sku,status,quantity
cedar_creek,"1260-Solvent-None-DAD HS-Vialsampler-Benchtop",1,123.0000
memphis_americas,"1260-Solvent-None-DAD HS-Vialsampler-Benchtop",1,123.0000
cedar_creek,"1260-Solvent-None-DAD HS-Vialsampler-Stack",1,123.0000
memphis_americas,"1260-Solvent-None-DAD HS-Vialsampler-Stack",1,123.0000
cedar_creek,"1260-Solvent-None-DAD WR-Multisampler-Flex",1,123.0000
memphis_americas,"1260-Solvent-None-DAD WR-Multisampler-Flex",1,123.0000
cedar_creek,"1260-Solvent-None-DAD WR-Multisampler-Benchtop",1,123.0000
memphis_americas,"1260-Solvent-None-DAD WR-Multisampler-Benchtop",1,123.0000
cedar_creek,"1260-Solvent-None-DAD WR-Multisampler-Stack",1,123.0000
memphis_americas,"1260-Solvent-None-DAD WR-Multisampler-Stack",1,123.0000
cedar_creek,"1260-Solvent-None-DAD WR-Hybrid Multisampler-Flex",1,123.0000
memphis_americas,"1260-Solvent-None-DAD WR-Hybrid Multisampler-Flex",1,123.0000
cedar_creek,"1260-Solvent-None-DAD WR-Hybrid Multisampler-Benchtop",1,123.0000
memphis_americas,"1260-Solvent-None-DAD WR-Hybrid Multisampler-Benchtop",1,123.0000
cedar_creek,"1260-Solvent-None-DAD WR-Hybrid Multisampler-Stack",1,123.0000
memphis_americas,"1260-Solvent-None-DAD WR-Hybrid Multisampler-Stack",1,123.0000
cedar_creek,"1260-Solvent-None-DAD WR-Vialsampler-Flex",1,123.0000
memphis_americas,"1260-Solvent-None-DAD WR-Vialsampler-Flex",1,123.0000
cedar_creek,"1260-Solvent-None-DAD WR-Vialsampler-Benchtop",1,123.0000
memphis_americas,"1260-Solvent-None-DAD WR-Vialsampler-Benchtop",1,123.0000
cedar_creek,"1260-Solvent-None-DAD WR-Vialsampler-Stack",1,123.0000
memphis_americas,"1260-Solvent-None-DAD WR-Vialsampler-Stack",1,123.0000
cedar_creek,1260-Solvent-None-VWD-Multisampler-Flex,1,123.0000
memphis_americas,1260-Solvent-None-VWD-Multisampler-Flex,1,123.0000
cedar_creek,1260-Solvent-None-VWD-Multisampler-Benchtop,1,123.0000
memphis_americas,1260-Solvent-None-VWD-Multisampler-Benchtop,1,123.0000
cedar_creek,1260-Solvent-None-VWD-Multisampler-Stack,1,123.0000
memphis_americas,1260-Solvent-None-VWD-Multisampler-Stack,1,123.0000
cedar_creek,"1260-Solvent-None-VWD-Hybrid Multisampler-Flex",1,123.0000
memphis_americas,"1260-Solvent-None-VWD-Hybrid Multisampler-Flex",1,123.0000
cedar_creek,"1260-Solvent-None-VWD-Hybrid Multisampler-Benchtop",1,123.0000
memphis_americas,"1260-Solvent-None-VWD-Hybrid Multisampler-Benchtop",1,123.0000
cedar_creek,"1260-Solvent-None-VWD-Hybrid Multisampler-Stack",1,123.0000
memphis_americas,"1260-Solvent-None-VWD-Hybrid Multisampler-Stack",1,123.0000
cedar_creek,1260-Solvent-None-VWD-Vialsampler-Flex,1,123.0000
memphis_americas,1260-Solvent-None-VWD-Vialsampler-Flex,1,123.0000
cedar_creek,1260-Solvent-None-VWD-Vialsampler-Benchtop,1,123.0000
memphis_americas,1260-Solvent-None-VWD-Vialsampler-Benchtop,1,123.0000
cedar_creek,1260-Solvent-None-VWD-Vialsampler-Stack,1,123.0000
memphis_americas,1260-Solvent-None-VWD-Vialsampler-Stack,1,123.0000
cedar_creek,1260-Solvent-None-FLD-Multisampler-Flex,1,123.0000
memphis_americas,1260-Solvent-None-FLD-Multisampler-Flex,1,123.0000
cedar_creek,1260-Solvent-None-FLD-Multisampler-Benchtop,1,123.0000
memphis_americas,1260-Solvent-None-FLD-Multisampler-Benchtop,1,123.0000
cedar_creek,1260-Solvent-None-FLD-Multisampler-Stack,1,123.0000
memphis_americas,1260-Solvent-None-FLD-Multisampler-Stack,1,123.0000
cedar_creek,"1260-Solvent-None-FLD-Hybrid Multisampler-Flex",1,123.0000
memphis_americas,"1260-Solvent-None-FLD-Hybrid Multisampler-Flex",1,123.0000
cedar_creek,"1260-Solvent-None-FLD-Hybrid Multisampler-Benchtop",1,123.0000
memphis_americas,"1260-Solvent-None-FLD-Hybrid Multisampler-Benchtop",1,123.0000
cedar_creek,"1260-Solvent-None-FLD-Hybrid Multisampler-Stack",1,123.0000
memphis_americas,"1260-Solvent-None-FLD-Hybrid Multisampler-Stack",1,123.0000
cedar_creek,1260-Solvent-None-FLD-Vialsampler-Flex,1,123.0000
memphis_americas,1260-Solvent-None-FLD-Vialsampler-Flex,1,123.0000
cedar_creek,1260-Solvent-None-FLD-Vialsampler-Benchtop,1,123.0000
memphis_americas,1260-Solvent-None-FLD-Vialsampler-Benchtop,1,123.0000
cedar_creek,1260-Solvent-None-FLD-Vialsampler-Stack,1,123.0000
memphis_americas,1260-Solvent-None-FLD-Vialsampler-Stack,1,123.0000
cedar_creek,1260-Solvent-None-RID-Multisampler-Flex,1,123.0000
memphis_americas,1260-Solvent-None-RID-Multisampler-Flex,1,123.0000
cedar_creek,1260-Solvent-None-RID-Multisampler-Benchtop,1,123.0000
memphis_americas,1260-Solvent-None-RID-Multisampler-Benchtop,1,123.0000
cedar_creek,1260-Solvent-None-RID-Multisampler-Stack,1,123.0000
memphis_americas,1260-Solvent-None-RID-Multisampler-Stack,1,123.0000
cedar_creek,"1260-Solvent-None-RID-Hybrid Multisampler-Flex",1,123.0000
memphis_americas,"1260-Solvent-None-RID-Hybrid Multisampler-Flex",1,123.0000
cedar_creek,"1260-Solvent-None-RID-Hybrid Multisampler-Benchtop",1,123.0000
memphis_americas,"1260-Solvent-None-RID-Hybrid Multisampler-Benchtop",1,123.0000
cedar_creek,"1260-Solvent-None-RID-Hybrid Multisampler-Stack",1,123.0000
memphis_americas,"1260-Solvent-None-RID-Hybrid Multisampler-Stack",1,123.0000
cedar_creek,1260-Solvent-None-RID-Vialsampler-Flex,1,123.0000
memphis_americas,1260-Solvent-None-RID-Vialsampler-Flex,1,123.0000
cedar_creek,1260-Solvent-None-RID-Vialsampler-Benchtop,1,123.0000
memphis_americas,1260-Solvent-None-RID-Vialsampler-Benchtop,1,123.0000
cedar_creek,1260-Solvent-None-RID-Vialsampler-Stack,1,123.0000
memphis_americas,1260-Solvent-None-RID-Vialsampler-Stack,1,123.0000
cedar_creek,"1260-Solvent-ELSD-DAD HS-Multisampler-Flex",1,123.0000
memphis_americas,"1260-Solvent-ELSD-DAD HS-Multisampler-Flex",1,123.0000
cedar_creek,"1260-Solvent-ELSD-DAD HS-Multisampler-Benchtop",1,123.0000
memphis_americas,"1260-Solvent-ELSD-DAD HS-Multisampler-Benchtop",1,123.0000
cedar_creek,"1260-Solvent-ELSD-DAD HS-Multisampler-Stack",1,123.0000
memphis_americas,"1260-Solvent-ELSD-DAD HS-Multisampler-Stack",1,123.0000
cedar_creek,"1260-Solvent-ELSD-DAD HS-Hybrid Multisampler-Flex",1,123.0000
memphis_americas,"1260-Solvent-ELSD-DAD HS-Hybrid Multisampler-Flex",1,123.0000
cedar_creek,"1260-Solvent-ELSD-DAD HS-Hybrid Multisampler-Benchtop",1,123.0000
memphis_americas,"1260-Solvent-ELSD-DAD HS-Hybrid Multisampler-Benchtop",1,123.0000
cedar_creek,"1260-Solvent-ELSD-DAD HS-Hybrid Multisampler-Stack",1,123.0000
memphis_americas,"1260-Solvent-ELSD-DAD HS-Hybrid Multisampler-Stack",1,123.0000
cedar_creek,"1260-Solvent-ELSD-DAD HS-Vialsampler-Flex",1,123.0000
memphis_americas,"1260-Solvent-ELSD-DAD HS-Vialsampler-Flex",1,123.0000
cedar_creek,"1260-Solvent-ELSD-DAD HS-Vialsampler-Benchtop",1,123.0000
memphis_americas,"1260-Solvent-ELSD-DAD HS-Vialsampler-Benchtop",1,123.0000
cedar_creek,"1260-Solvent-ELSD-DAD HS-Vialsampler-Stack",1,123.0000
memphis_americas,"1260-Solvent-ELSD-DAD HS-Vialsampler-Stack",1,123.0000
cedar_creek,"1260-Solvent-ELSD-DAD WR-Multisampler-Flex",1,123.0000
memphis_americas,"1260-Solvent-ELSD-DAD WR-Multisampler-Flex",1,123.0000
cedar_creek,"1260-Solvent-ELSD-DAD WR-Multisampler-Benchtop",1,123.0000
memphis_americas,"1260-Solvent-ELSD-DAD WR-Multisampler-Benchtop",1,123.0000
cedar_creek,"1260-Solvent-ELSD-DAD WR-Multisampler-Stack",1,123.0000
memphis_americas,"1260-Solvent-ELSD-DAD WR-Multisampler-Stack",1,123.0000
cedar_creek,"1260-Solvent-ELSD-DAD WR-Hybrid Multisampler-Flex",1,123.0000
memphis_americas,"1260-Solvent-ELSD-DAD WR-Hybrid Multisampler-Flex",1,123.0000
cedar_creek,"1260-Solvent-ELSD-DAD WR-Hybrid Multisampler-Benchtop",1,123.0000
memphis_americas,"1260-Solvent-ELSD-DAD WR-Hybrid Multisampler-Benchtop",1,123.0000
cedar_creek,"1260-Solvent-ELSD-DAD WR-Hybrid Multisampler-Stack",1,123.0000
memphis_americas,"1260-Solvent-ELSD-DAD WR-Hybrid Multisampler-Stack",1,123.0000
cedar_creek,"1260-Solvent-ELSD-DAD WR-Vialsampler-Flex",1,123.0000
memphis_americas,"1260-Solvent-ELSD-DAD WR-Vialsampler-Flex",1,123.0000
cedar_creek,"1260-Solvent-ELSD-DAD WR-Vialsampler-Benchtop",1,123.0000
memphis_americas,"1260-Solvent-ELSD-DAD WR-Vialsampler-Benchtop",1,123.0000
cedar_creek,"1260-Solvent-ELSD-DAD WR-Vialsampler-Stack",1,123.0000
memphis_americas,"1260-Solvent-ELSD-DAD WR-Vialsampler-Stack",1,123.0000
cedar_creek,1260-Solvent-ELSD-VWD-Multisampler-Flex,1,123.0000
memphis_americas,1260-Solvent-ELSD-VWD-Multisampler-Flex,1,123.0000
cedar_creek,1260-Solvent-ELSD-VWD-Multisampler-Benchtop,1,123.0000
memphis_americas,1260-Solvent-ELSD-VWD-Multisampler-Benchtop,1,123.0000
cedar_creek,1260-Solvent-ELSD-VWD-Multisampler-Stack,1,123.0000
memphis_americas,1260-Solvent-ELSD-VWD-Multisampler-Stack,1,123.0000
cedar_creek,"1260-Solvent-ELSD-VWD-Hybrid Multisampler-Flex",1,123.0000
memphis_americas,"1260-Solvent-ELSD-VWD-Hybrid Multisampler-Flex",1,123.0000
cedar_creek,"1260-Solvent-ELSD-VWD-Hybrid Multisampler-Benchtop",1,123.0000
memphis_americas,"1260-Solvent-ELSD-VWD-Hybrid Multisampler-Benchtop",1,123.0000
cedar_creek,"1260-Solvent-ELSD-VWD-Hybrid Multisampler-Stack",1,123.0000
memphis_americas,"1260-Solvent-ELSD-VWD-Hybrid Multisampler-Stack",1,123.0000
cedar_creek,1260-Solvent-ELSD-VWD-Vialsampler-Flex,1,123.0000
memphis_americas,1260-Solvent-ELSD-VWD-Vialsampler-Flex,1,123.0000
cedar_creek,1260-Solvent-ELSD-VWD-Vialsampler-Benchtop,1,123.0000
memphis_americas,1260-Solvent-ELSD-VWD-Vialsampler-Benchtop,1,123.0000
cedar_creek,1260-Solvent-ELSD-VWD-Vialsampler-Stack,1,123.0000
memphis_americas,1260-Solvent-ELSD-VWD-Vialsampler-Stack,1,123.0000
cedar_creek,1260-Solvent-ELSD-FLD-Multisampler-Flex,1,123.0000
memphis_americas,1260-Solvent-ELSD-FLD-Multisampler-Flex,1,123.0000
cedar_creek,1260-Solvent-ELSD-FLD-Multisampler-Benchtop,1,123.0000
memphis_americas,1260-Solvent-ELSD-FLD-Multisampler-Benchtop,1,123.0000
cedar_creek,1260-Solvent-ELSD-FLD-Multisampler-Stack,1,123.0000
memphis_americas,1260-Solvent-ELSD-FLD-Multisampler-Stack,1,123.0000
cedar_creek,"1260-Solvent-ELSD-FLD-Hybrid Multisampler-Flex",1,123.0000
memphis_americas,"1260-Solvent-ELSD-FLD-Hybrid Multisampler-Flex",1,123.0000
cedar_creek,"1260-Solvent-ELSD-FLD-Hybrid Multisampler-Benchtop",1,123.0000
memphis_americas,"1260-Solvent-ELSD-FLD-Hybrid Multisampler-Benchtop",1,123.0000
cedar_creek,"1260-Solvent-ELSD-FLD-Hybrid Multisampler-Stack",1,123.0000
memphis_americas,"1260-Solvent-ELSD-FLD-Hybrid Multisampler-Stack",1,123.0000
cedar_creek,1260-Solvent-ELSD-FLD-Vialsampler-Flex,1,123.0000
memphis_americas,1260-Solvent-ELSD-FLD-Vialsampler-Flex,1,123.0000
cedar_creek,1260-Solvent-ELSD-FLD-Vialsampler-Benchtop,1,123.0000
memphis_americas,1260-Solvent-ELSD-FLD-Vialsampler-Benchtop,1,123.0000
cedar_creek,1260-Solvent-ELSD-FLD-Vialsampler-Stack,1,123.0000
memphis_americas,1260-Solvent-ELSD-FLD-Vialsampler-Stack,1,123.0000
cedar_creek,1260-Solvent-ELSD-RID-Multisampler-Flex,1,123.0000
memphis_americas,1260-Solvent-ELSD-RID-Multisampler-Flex,1,123.0000
cedar_creek,1260-Solvent-ELSD-RID-Multisampler-Benchtop,1,123.0000
memphis_americas,1260-Solvent-ELSD-RID-Multisampler-Benchtop,1,123.0000
cedar_creek,1260-Solvent-ELSD-RID-Multisampler-Stack,1,123.0000
memphis_americas,1260-Solvent-ELSD-RID-Multisampler-Stack,1,123.0000
cedar_creek,"1260-Solvent-ELSD-RID-Hybrid Multisampler-Flex",1,123.0000
memphis_americas,"1260-Solvent-ELSD-RID-Hybrid Multisampler-Flex",1,123.0000
cedar_creek,"1260-Solvent-ELSD-RID-Hybrid Multisampler-Benchtop",1,123.0000
memphis_americas,"1260-Solvent-ELSD-RID-Hybrid Multisampler-Benchtop",1,123.0000
cedar_creek,"1260-Solvent-ELSD-RID-Hybrid Multisampler-Stack",1,123.0000
memphis_americas,"1260-Solvent-ELSD-RID-Hybrid Multisampler-Stack",1,123.0000
cedar_creek,1260-Solvent-ELSD-RID-Vialsampler-Flex,1,123.0000
memphis_americas,1260-Solvent-ELSD-RID-Vialsampler-Flex,1,123.0000
cedar_creek,1260-Solvent-ELSD-RID-Vialsampler-Benchtop,1,123.0000
memphis_americas,1260-Solvent-ELSD-RID-Vialsampler-Benchtop,1,123.0000
cedar_creek,1260-Solvent-ELSD-RID-Vialsampler-Stack,1,123.0000
memphis_americas,1260-Solvent-ELSD-RID-Vialsampler-Stack,1,123.0000
cedar_creek,"1260-Level Sensing-None-DAD HS-Multisampler-Flex",1,123.0000
memphis_americas,"1260-Level Sensing-None-DAD HS-Multisampler-Flex",1,123.0000
cedar_creek,"1260-Level Sensing-None-DAD HS-Multisampler-Benchtop",1,123.0000
memphis_americas,"1260-Level Sensing-None-DAD HS-Multisampler-Benchtop",1,123.0000
cedar_creek,"1260-Level Sensing-None-DAD HS-Multisampler-Stack",1,123.0000
memphis_americas,"1260-Level Sensing-None-DAD HS-Multisampler-Stack",1,123.0000
cedar_creek,"1260-Level Sensing-None-DAD HS-Hybrid Multisampler-Flex",1,123.0000
memphis_americas,"1260-Level Sensing-None-DAD HS-Hybrid Multisampler-Flex",1,123.0000
cedar_creek,"1260-Level Sensing-None-DAD HS-Hybrid Multisampler-Benchtop",1,123.0000
memphis_americas,"1260-Level Sensing-None-DAD HS-Hybrid Multisampler-Benchtop",1,123.0000
cedar_creek,"1260-Level Sensing-None-DAD HS-Hybrid Multisampler-Stack",1,123.0000
memphis_americas,"1260-Level Sensing-None-DAD HS-Hybrid Multisampler-Stack",1,123.0000
cedar_creek,"1260-Level Sensing-None-DAD HS-Vialsampler-Flex",1,123.0000
memphis_americas,"1260-Level Sensing-None-DAD HS-Vialsampler-Flex",1,123.0000
cedar_creek,"1260-Level Sensing-None-DAD HS-Vialsampler-Benchtop",1,123.0000
memphis_americas,"1260-Level Sensing-None-DAD HS-Vialsampler-Benchtop",1,123.0000
cedar_creek,"1260-Level Sensing-None-DAD HS-Vialsampler-Stack",1,123.0000
memphis_americas,"1260-Level Sensing-None-DAD HS-Vialsampler-Stack",1,123.0000
cedar_creek,"1260-Level Sensing-None-DAD WR-Multisampler-Flex",1,123.0000
memphis_americas,"1260-Level Sensing-None-DAD WR-Multisampler-Flex",1,123.0000
cedar_creek,"1260-Level Sensing-None-DAD WR-Multisampler-Benchtop",1,123.0000
memphis_americas,"1260-Level Sensing-None-DAD WR-Multisampler-Benchtop",1,123.0000
cedar_creek,"1260-Level Sensing-None-DAD WR-Multisampler-Stack",1,123.0000
memphis_americas,"1260-Level Sensing-None-DAD WR-Multisampler-Stack",1,123.0000
cedar_creek,"1260-Level Sensing-None-DAD WR-Hybrid Multisampler-Flex",1,123.0000
memphis_americas,"1260-Level Sensing-None-DAD WR-Hybrid Multisampler-Flex",1,123.0000
cedar_creek,"1260-Level Sensing-None-DAD WR-Hybrid Multisampler-Benchtop",1,123.0000
memphis_americas,"1260-Level Sensing-None-DAD WR-Hybrid Multisampler-Benchtop",1,123.0000
cedar_creek,"1260-Level Sensing-None-DAD WR-Hybrid Multisampler-Stack",1,123.0000
memphis_americas,"1260-Level Sensing-None-DAD WR-Hybrid Multisampler-Stack",1,123.0000
cedar_creek,"1260-Level Sensing-None-DAD WR-Vialsampler-Flex",1,123.0000
memphis_americas,"1260-Level Sensing-None-DAD WR-Vialsampler-Flex",1,123.0000
cedar_creek,"1260-Level Sensing-None-DAD WR-Vialsampler-Benchtop",1,123.0000
memphis_americas,"1260-Level Sensing-None-DAD WR-Vialsampler-Benchtop",1,123.0000
cedar_creek,"1260-Level Sensing-None-DAD WR-Vialsampler-Stack",1,123.0000
memphis_americas,"1260-Level Sensing-None-DAD WR-Vialsampler-Stack",1,123.0000
cedar_creek,"1260-Level Sensing-None-VWD-Multisampler-Flex",1,123.0000
memphis_americas,"1260-Level Sensing-None-VWD-Multisampler-Flex",1,123.0000
cedar_creek,"1260-Level Sensing-None-VWD-Multisampler-Benchtop",1,123.0000
memphis_americas,"1260-Level Sensing-None-VWD-Multisampler-Benchtop",1,123.0000
cedar_creek,"1260-Level Sensing-None-VWD-Multisampler-Stack",1,123.0000
memphis_americas,"1260-Level Sensing-None-VWD-Multisampler-Stack",1,123.0000
cedar_creek,"1260-Level Sensing-None-VWD-Hybrid Multisampler-Flex",1,123.0000
memphis_americas,"1260-Level Sensing-None-VWD-Hybrid Multisampler-Flex",1,123.0000
cedar_creek,"1260-Level Sensing-None-VWD-Hybrid Multisampler-Benchtop",1,123.0000
memphis_americas,"1260-Level Sensing-None-VWD-Hybrid Multisampler-Benchtop",1,123.0000
cedar_creek,"1260-Level Sensing-None-VWD-Hybrid Multisampler-Stack",1,123.0000
memphis_americas,"1260-Level Sensing-None-VWD-Hybrid Multisampler-Stack",1,123.0000
cedar_creek,"1260-Level Sensing-None-VWD-Vialsampler-Flex",1,123.0000
memphis_americas,"1260-Level Sensing-None-VWD-Vialsampler-Flex",1,123.0000
cedar_creek,"1260-Level Sensing-None-VWD-Vialsampler-Benchtop",1,123.0000
memphis_americas,"1260-Level Sensing-None-VWD-Vialsampler-Benchtop",1,123.0000
cedar_creek,"1260-Level Sensing-None-VWD-Vialsampler-Stack",1,123.0000
memphis_americas,"1260-Level Sensing-None-VWD-Vialsampler-Stack",1,123.0000
cedar_creek,"1260-Level Sensing-None-FLD-Multisampler-Flex",1,123.0000
memphis_americas,"1260-Level Sensing-None-FLD-Multisampler-Flex",1,123.0000
cedar_creek,"1260-Level Sensing-None-FLD-Multisampler-Benchtop",1,123.0000
memphis_americas,"1260-Level Sensing-None-FLD-Multisampler-Benchtop",1,123.0000
cedar_creek,"1260-Level Sensing-None-FLD-Multisampler-Stack",1,123.0000
memphis_americas,"1260-Level Sensing-None-FLD-Multisampler-Stack",1,123.0000
cedar_creek,"1260-Level Sensing-None-FLD-Hybrid Multisampler-Flex",1,123.0000
memphis_americas,"1260-Level Sensing-None-FLD-Hybrid Multisampler-Flex",1,123.0000
cedar_creek,"1260-Level Sensing-None-FLD-Hybrid Multisampler-Benchtop",1,123.0000
memphis_americas,"1260-Level Sensing-None-FLD-Hybrid Multisampler-Benchtop",1,123.0000
cedar_creek,"1260-Level Sensing-None-FLD-Hybrid Multisampler-Stack",1,123.0000
memphis_americas,"1260-Level Sensing-None-FLD-Hybrid Multisampler-Stack",1,123.0000
cedar_creek,"1260-Level Sensing-None-FLD-Vialsampler-Flex",1,123.0000
memphis_americas,"1260-Level Sensing-None-FLD-Vialsampler-Flex",1,123.0000
cedar_creek,"1260-Level Sensing-None-FLD-Vialsampler-Benchtop",1,123.0000
memphis_americas,"1260-Level Sensing-None-FLD-Vialsampler-Benchtop",1,123.0000
cedar_creek,"1260-Level Sensing-None-FLD-Vialsampler-Stack",1,123.0000
memphis_americas,"1260-Level Sensing-None-FLD-Vialsampler-Stack",1,123.0000
cedar_creek,"1260-Level Sensing-None-RID-Multisampler-Flex",1,123.0000
memphis_americas,"1260-Level Sensing-None-RID-Multisampler-Flex",1,123.0000
cedar_creek,"1260-Level Sensing-None-RID-Multisampler-Benchtop",1,123.0000
memphis_americas,"1260-Level Sensing-None-RID-Multisampler-Benchtop",1,123.0000
cedar_creek,"1260-Level Sensing-None-RID-Multisampler-Stack",1,123.0000
memphis_americas,"1260-Level Sensing-None-RID-Multisampler-Stack",1,123.0000
cedar_creek,"1260-Level Sensing-None-RID-Hybrid Multisampler-Flex",1,123.0000
memphis_americas,"1260-Level Sensing-None-RID-Hybrid Multisampler-Flex",1,123.0000
cedar_creek,"1260-Level Sensing-None-RID-Hybrid Multisampler-Benchtop",1,123.0000
memphis_americas,"1260-Level Sensing-None-RID-Hybrid Multisampler-Benchtop",1,123.0000
cedar_creek,"1260-Level Sensing-None-RID-Hybrid Multisampler-Stack",1,123.0000
memphis_americas,"1260-Level Sensing-None-RID-Hybrid Multisampler-Stack",1,123.0000
cedar_creek,"1260-Level Sensing-None-RID-Vialsampler-Flex",1,123.0000
memphis_americas,"1260-Level Sensing-None-RID-Vialsampler-Flex",1,123.0000
cedar_creek,"1260-Level Sensing-None-RID-Vialsampler-Benchtop",1,123.0000
memphis_americas,"1260-Level Sensing-None-RID-Vialsampler-Benchtop",1,123.0000
cedar_creek,"1260-Level Sensing-None-RID-Vialsampler-Stack",1,123.0000
memphis_americas,"1260-Level Sensing-None-RID-Vialsampler-Stack",1,123.0000
cedar_creek,"1260-Level Sensing-ELSD-DAD HS-Multisampler-Flex",1,123.0000
memphis_americas,"1260-Level Sensing-ELSD-DAD HS-Multisampler-Flex",1,123.0000
cedar_creek,"1260-Level Sensing-ELSD-DAD HS-Multisampler-Benchtop",1,123.0000
memphis_americas,"1260-Level Sensing-ELSD-DAD HS-Multisampler-Benchtop",1,123.0000
cedar_creek,"1260-Level Sensing-ELSD-DAD HS-Multisampler-Stack",1,123.0000
memphis_americas,"1260-Level Sensing-ELSD-DAD HS-Multisampler-Stack",1,123.0000
cedar_creek,"1260-Level Sensing-ELSD-DAD HS-Hybrid Multisampler-Flex",1,123.0000
memphis_americas,"1260-Level Sensing-ELSD-DAD HS-Hybrid Multisampler-Flex",1,123.0000
cedar_creek,"1260-Level Sensing-ELSD-DAD HS-Hybrid Multisampler-Benchtop",1,123.0000
memphis_americas,"1260-Level Sensing-ELSD-DAD HS-Hybrid Multisampler-Benchtop",1,123.0000
cedar_creek,"1260-Level Sensing-ELSD-DAD HS-Hybrid Multisampler-Stack",1,123.0000
memphis_americas,"1260-Level Sensing-ELSD-DAD HS-Hybrid Multisampler-Stack",1,123.0000
cedar_creek,"1260-Level Sensing-ELSD-DAD HS-Vialsampler-Flex",1,123.0000
memphis_americas,"1260-Level Sensing-ELSD-DAD HS-Vialsampler-Flex",1,123.0000
cedar_creek,"1260-Level Sensing-ELSD-DAD HS-Vialsampler-Benchtop",1,123.0000
memphis_americas,"1260-Level Sensing-ELSD-DAD HS-Vialsampler-Benchtop",1,123.0000
cedar_creek,"1260-Level Sensing-ELSD-DAD HS-Vialsampler-Stack",1,123.0000
memphis_americas,"1260-Level Sensing-ELSD-DAD HS-Vialsampler-Stack",1,123.0000
cedar_creek,"1260-Level Sensing-ELSD-DAD WR-Multisampler-Flex",1,123.0000
memphis_americas,"1260-Level Sensing-ELSD-DAD WR-Multisampler-Flex",1,123.0000
cedar_creek,"1260-Level Sensing-ELSD-DAD WR-Multisampler-Benchtop",1,123.0000
memphis_americas,"1260-Level Sensing-ELSD-DAD WR-Multisampler-Benchtop",1,123.0000
cedar_creek,"1260-Level Sensing-ELSD-DAD WR-Multisampler-Stack",1,123.0000
memphis_americas,"1260-Level Sensing-ELSD-DAD WR-Multisampler-Stack",1,123.0000
cedar_creek,"1260-Level Sensing-ELSD-DAD WR-Hybrid Multisampler-Flex",1,123.0000
memphis_americas,"1260-Level Sensing-ELSD-DAD WR-Hybrid Multisampler-Flex",1,123.0000
cedar_creek,"1260-Level Sensing-ELSD-DAD WR-Hybrid Multisampler-Benchtop",1,123.0000
memphis_americas,"1260-Level Sensing-ELSD-DAD WR-Hybrid Multisampler-Benchtop",1,123.0000
cedar_creek,"1260-Level Sensing-ELSD-DAD WR-Hybrid Multisampler-Stack",1,123.0000
memphis_americas,"1260-Level Sensing-ELSD-DAD WR-Hybrid Multisampler-Stack",1,123.0000
cedar_creek,"1260-Level Sensing-ELSD-DAD WR-Vialsampler-Flex",1,123.0000
memphis_americas,"1260-Level Sensing-ELSD-DAD WR-Vialsampler-Flex",1,123.0000
cedar_creek,"1260-Level Sensing-ELSD-DAD WR-Vialsampler-Benchtop",1,123.0000
memphis_americas,"1260-Level Sensing-ELSD-DAD WR-Vialsampler-Benchtop",1,123.0000
cedar_creek,"1260-Level Sensing-ELSD-DAD WR-Vialsampler-Stack",1,123.0000
memphis_americas,"1260-Level Sensing-ELSD-DAD WR-Vialsampler-Stack",1,123.0000
cedar_creek,"1260-Level Sensing-ELSD-VWD-Multisampler-Flex",1,123.0000
memphis_americas,"1260-Level Sensing-ELSD-VWD-Multisampler-Flex",1,123.0000
cedar_creek,"1260-Level Sensing-ELSD-VWD-Multisampler-Benchtop",1,123.0000
memphis_americas,"1260-Level Sensing-ELSD-VWD-Multisampler-Benchtop",1,123.0000
cedar_creek,"1260-Level Sensing-ELSD-VWD-Multisampler-Stack",1,123.0000
memphis_americas,"1260-Level Sensing-ELSD-VWD-Multisampler-Stack",1,123.0000
cedar_creek,"1260-Level Sensing-ELSD-VWD-Hybrid Multisampler-Flex",1,123.0000
memphis_americas,"1260-Level Sensing-ELSD-VWD-Hybrid Multisampler-Flex",1,123.0000
cedar_creek,"1260-Level Sensing-ELSD-VWD-Hybrid Multisampler-Benchtop",1,123.0000
memphis_americas,"1260-Level Sensing-ELSD-VWD-Hybrid Multisampler-Benchtop",1,123.0000
cedar_creek,"1260-Level Sensing-ELSD-VWD-Hybrid Multisampler-Stack",1,123.0000
memphis_americas,"1260-Level Sensing-ELSD-VWD-Hybrid Multisampler-Stack",1,123.0000
cedar_creek,"1260-Level Sensing-ELSD-VWD-Vialsampler-Flex",1,123.0000
memphis_americas,"1260-Level Sensing-ELSD-VWD-Vialsampler-Flex",1,123.0000
cedar_creek,"1260-Level Sensing-ELSD-VWD-Vialsampler-Benchtop",1,123.0000
memphis_americas,"1260-Level Sensing-ELSD-VWD-Vialsampler-Benchtop",1,123.0000
cedar_creek,"1260-Level Sensing-ELSD-VWD-Vialsampler-Stack",1,123.0000
memphis_americas,"1260-Level Sensing-ELSD-VWD-Vialsampler-Stack",1,123.0000
cedar_creek,"1260-Level Sensing-ELSD-FLD-Multisampler-Flex",1,123.0000
memphis_americas,"1260-Level Sensing-ELSD-FLD-Multisampler-Flex",1,123.0000
cedar_creek,"1260-Level Sensing-ELSD-FLD-Multisampler-Benchtop",1,123.0000
memphis_americas,"1260-Level Sensing-ELSD-FLD-Multisampler-Benchtop",1,123.0000
